,0 - 4 years,5 - 17 years,18+ years,Pending,age_total,Ages 0 - 4,Ages 5 - 17 years,Ages 18+,Age unknown,type
0,102,130,58,19,309,0.3300970873786408,0.42071197411003236,0.18770226537216828,0.061488673139158574,Age
